bfs,municipality,zone_pattern,price_chf_m2,source,source_url,as_of,note
,,,950,Wüest Partner via moneyland.ch,https://www.moneyland.ch/de/bodenpreise-bauland-schweiz,2021 Q2,"Median for fully serviced vacant single-family residential land with low utilization in Canton Aargau; canton fallback, not a municipality valuation."
